 | ﻿1
00:13:43 | you know, the side effects are not...
00:13:45 | we're... we're not talking scars, here.
00:13:48 | The kind, funny, artistic son
00:13:51 | that you know and love right now?
00:13:54 | It can change Tony's personality.
00:13:59 | Ativan...
00:14:01 | Paxil, Klonopin...
00:14:04 | Cognitive Behavioral Therapy.
00:14:06 | Hypnosis, ECT.
00:14:08 | Electricity shooting through my cariño's brain.
00:14:13 | That hasn't changed him?
00:14:16 | 'Cause it has.
00:14:23 | We can try a compassionate-use trial.
00:14:26 | But, Hector, you... you gotta know
00:14:28 | that if you send your son in for this surgery...
00:14:31 | you may not recognize the person that you get back.
00:14:35 | Do you understand?
00:14:40 | If helping him means losing some of him...
00:14:44 | Parts of him I love...
00:14:47 | I'll pay the price.
00:14:58 | Hey, there.
00:14:59 | You okay?
00:15:01 | No.
00:15:02 | Got a migraine.
00:15:04 | Among other things.
00:15:06 | Did we... did we page you?
00:15:08 | No.
00:15:09 | No, I just got you some ginger tea.
00:15:11 | Okay.
00:15:12 | Why?
00:15:14 | Because ginger is a miracle cure-all
00:15:17 | for the whole system.
00:15:19 | Wait, are you monitoring me?
00:15:22 | No.
00:15:23 | I'm just checking up on you.
00:15:25 | Oh, I'm sorry, I thought I was an adult.
00:15:28 | I didn't realize I needed a babysitter.
00:15:30 | - Lauren... - You know what, don't, okay?
00:15:32 | I am leaving now.
00:15:33 | Because, you know, I've got an ED to run.
00:15:48 | Oh, hey.
00:15:50 | Hey.
00:15:52 | Ella, right?
00:15:53 | Yeah.
00:15:55 | Are you, uh, waiting for your dad?
00:15:56 | Oh, no.
00:15:58 | Just taking advantage of the free Wi-Fi.
00:15:59 | - Have a seat. - Thanks.
00:16:04 | What are you writing?
00:16:05 | Nothing.
00:16:07 | Oh, no, come on.
00:16:08 | We've known each other a whole two minutes now.
00:16:12 | I'm a song writer.
00:16:16 | Go ahead, take your best shot.
00:16:19 | Oh, I should have known your dad would raise
00:16:20 | the sensitive, artistic type.
00:16:22 | Back then he didn't do much raising.
00:16:25 | Right, sorry.
00:16:26 | He, uh... he's just been so generous with me.
00:16:29 | - I didn't mean to... - "Generous"?
00:16:31 | How?
00:16:32 | Um, like how he totally saved my dog's life.
00:16:35 | My dad's still
00:16:36 | a human neurologist, right?
00:16:38 | Yep.
00:16:40 | But, uh, he paid for my dog's surgery.
00:16:44 | - He did? - Yeah.
00:16:46 | Gave me $2,000.
00:16:48 | I didn't even have to ask.
00:16:54 | Wow.
00:16:58 | Bloom?
00:17:00 | We've been trying to help Andy Keener
00:17:01 | entirely the wrong way.
00:17:03 | Are you screaming right now, or is it just me?
00:17:05 | I figured out what to give him.
00:17:08 | - Andy? - MG.
00:17:10 | Um, we have done you a great disservice.
00:17:13 | You guys have the best service in New York.
00:17:15 | Every time you've come to this hospital,
00:17:17 | we have focused on treating a whole host of symptoms.
00:17:20 | I... I'd give you five stars on Yelp if I had a computer.
00:17:23 | That ends today. Scripts?
00:17:25 | The, uh, fatigue, stress,
00:17:27 | heart arrhythmia, malnutrition, you name it...
00:17:30 | each of these symptoms is the result
00:17:32 | of you not having a stable living environment.
00:17:35 | This cure will fix all of that.
00:17:38 | Mr. Keener...
00:17:40 | I am prescribing you a home.
00:18:06 | - Morning. - Morning.
00:18:07 | - Max in yet? - Haven't seen him.
00:18:09 | Day two can hit you like a ton of bricks.
00:18:11 | He might still be in bed.
00:18:13 | Okay.
00:18:14 | Well, if you do see him...
00:18:16 | I made it, I'm here. Sorry.
00:18:17 | I made it. Call off the dogs.
00:18:18 | How do you feel?
00:18:20 | Oh, like a million bucks
00:18:21 | that was shoved dollar by dollar
00:18:23 | through an industrial shredder
00:18:24 | and then set on fire with a blowtorch.
00:18:27 | - Your feet, huh? - Points for Big Mike.
00:18:29 | Swollen and sore. Thank you.
00:18:31 | You should borrow some Crocs from the nurses' stash.
00:18:33 | They're super ugly but they do make a difference.
00:18:37 | And then you should... you should sit down.
00:18:39 | You should join us for euchre.
00:18:41 | We could still use a fourth.
00:18:43 | Appreciate the generous offer, Millie,
00:18:44 | but this hospital never sleeps, so...
00:18:47 | Back at it.
00:18:48 | I'm going mobile again.
00:18:50 | Max.
00:18:51 | They know what they're talking about.
00:18:53 | You should listen.
00:18:57 | Well, Willow was right. They are ugly.
00:18:59 | But man, I feel like I'm walking on clouds.
00:19:02 | Mm. And Earl is shaping up...
00:19:03 | I know, right?
00:19:05 | To be far creepier
00:19:06 | than any plastic bag has a right to be.
00:19:08 | Now, that's just mean, all right?
00:19:09 | Maybe he could use a hat.
00:19:11 | I, um... I want you to know
00:19:14 | that I've truly considered your offer...
00:19:16 | Great.
00:19:18 | And I...
00:19:19 | I can't be your deputy, Max.
00:19:22 | Oh.
00:19:26 | I'm barely maintaining the commitments I already have,
00:19:29 | and as you know I'm knee-deep in oocyte cryopreservation.
00:19:31 | When the time comes
00:19:33 | to move forward with implantation...
00:19:34 | I... I understand, I do.
00:19:36 | What about Bloom?
00:19:38 | - Bloom? - Yeah, she's reliable.
00:19:41 | She's great under pressure.
00:19:43 | Let me get back to you.
00:19:45 | Okay.
00:19:54 | So he really has to be awake for this?
00:19:57 | Yeah, yeah.
00:19:58 | It, uh... it reduces the risk of damaging critical areas
00:20:01 | that control speech and other skills.
00:20:03 | And we can't have him draw,
00:20:04 | so singing is the next best thing.
00:20:12 | Very good, Tony.
00:20:13 | Keep going.
00:20:15 | Advancing the wire.
00:20:22 | Pull back.
00:20:30 | Let's keep going.
00:20:34 | You know, you've raised an amazing young man.
00:20:38 | For his 13th birthday,
00:20:40 | he begged me to take him to the Uffizi.
00:20:42 | I mean, what kind of kid begs
00:20:44 | to go to the Uffizi, right?
00:20:46 | But I... I took him,
00:20:48 | and he marched straight up to "The "Birth of Venus."
00:20:51 | Studied every detail.
00:20:54 | And he knew what he wanted to be when he grew up.
00:20:58 | But then the wolf appeared.
00:21:01 | And never left.
00:21:05 | And all that potential...
00:21:08 | I just... I hope the wolf goes away
00:21:11 | so he can be that man again.
00:21:21 | Max.
00:21:24 | You must really enjoy putting me through this,
00:21:25 | because that is the only explanation
00:21:27 | I can come up with.
00:21:29 | Probably, but, uh, what are we talking about?
00:21:31 | Just explain to me why I got a phone call
00:21:33 | from a landlord on First Avenue
00:21:35 | asking me if Andy Keener has any pets.
00:21:38 | Oh, that. I can explain that.
00:21:40 | Yeah, I sure hope you can.
00:21:41 | Yeah, uh, since I've only been here at New Amsterdam
00:21:44 | for a few weeks, the landlord wouldn't let me
00:21:46 | cosign his lease.
00:21:48 | So, I, um, put your name down.
00:21:50 | - Did you? - Yeah.
00:21:52 | And who is Andy Keener,
00:21:53 | and why are we renting an apartment for him?
00:21:56 | Uh, Andy is a, um, frequent flyer.
00:21:59 | His homelessness has cost this hospital
00:22:01 | over $1 million this year alone,
00:22:04 | and many of those costs will go away
00:22:05 | if Andy simply has a full-time place to stay.
00:22:08 | I mean, renting this man an apartment
00:22:09 | is actually gonna save this hospital money.
00:22:12 | So you suddenly decided to care about money.
00:22:14 | Well, I care about money
00:22:15 | when it's only going to one patient
00:22:17 | when it should be going to thousands.
00:22:18 | Right, so let's say I let you do this... hypothetically.
00:22:21 | Okay.
00:22:22 | And we rent this apartment for a year.
00:22:24 | Right.
00:22:25 | And then Andy gets back on his feet
00:22:26 | and he pays for it himself, right?
00:22:28 | No, we would be paying for it for a while.
00:22:31 | How long is "a while"?
00:22:33 | Just, you know, forever.
00:22:35 | - Oh, Max. - No, look,
00:22:37 | I'm already solving one enormous fiscal problem
00:22:39 | for this hospital.
00:22:40 | - I can't also solve... - This is socialism.
00:22:42 | This is exactly what's wrong
00:22:44 | with our whole health care system.
00:22:46 | You're right. Somebody really should fix it.
00:22:49 | So this guy abuses the system and he gets a free apartment.
00:22:52 | What about all the other guys
00:22:54 | who are working their asses off?
00:22:55 | You think this is fair to them?
00:22:56 | It's not fair to them, but it's smart business for us.
00:22:59 | We're talking about saving over $1 million a year.
00:23:02 | That's $1 million that could be spent
00:23:04 | on those very people who are working their asses off.
00:23:06 | Who do deserve more.
00:23:15 | Andy better not have any pets.
00:23:22 | - Hey. - Oh, no tea today?
00:23:24 | No tea.
00:23:26 | Just, uh, I'm sorry.
00:23:28 | You were right. I was hovering.
00:23:30 | But that's not because I don't trust you.
00:23:32 | I want to help you.
00:23:34 | I obviously have no idea how to do that.
00:23:36 | Oh, that's all right.
00:23:37 | I know your people like to think
00:23:39 | that tea fixes everything.
00:23:40 | - Wow. - That was pretty good, right?
00:23:42 | Yeah, yeah, yeah. That's a horrible accent.
00:23:45 | So, look, I... I'm sorry too.
00:23:47 | I shouldn't have been so defensive.
00:23:50 | Just, uh... it was a lot rougher than I thought it was gonna be.
00:23:54 | - You seem better today. - Yeah.
00:23:57 | Yeah, I, uh...
00:23:59 | I got a lot of sleep.
00:24:01 | Uh, okay, I gotta go to work.
00:24:04 | Um, do you maybe want to grab some dinner
00:24:06 | after work today?
00:24:07 | Yeah. Yeah, sure.
00:24:08 | Uh, just meet me back here when you're done.
00:24:11 | Yeah.
00:24:12 | Okay.
00:24:17 | I heard.
00:24:20 | I'm sorry.
00:24:21 | Yeah, thanks.
00:24:25 | Max wants me to go "full chemo"
00:24:28 | on this reporter.
00:24:30 | I don't know what that means, exactly,
00:24:31 | but here are our few options.
00:24:33 | Okay.
00:24:34 | Step one, we pull the interview.
00:24:37 | If she wants to write about a ten-year-old arrest,
00:24:39 | she can go right ahead,
00:24:40 | but she can expect a defamation suit to follow.
00:24:43 | No doubt she indemnified the publisher
00:24:45 | when she was hired, so when we threaten to sue her
00:24:47 | for libel and demand damages
00:24:49 | the onus will be on her.
00:24:51 | Not on "The New England Cardiothoracic Journal."
00:24:55 | And that's just step one?
00:24:57 | Do you want to go "full chemo" or not?
00:25:00 | I can make it so this Penny Atwater can't find a job
00:25:03 | at "The New England Journal of Trout Fishing."
00:25:06 | Damn, you're good.
00:25:08 | It's just so typical.
00:25:10 | It's like if you're African-American
00:25:12 | and you're exemplary,
00:25:14 | they're always looking for a catch.
00:25:18 | I just want my nephew...
00:25:20 | to know that you can be exemplary
00:25:22 | without a catch, you know?
00:25:26 | As your legal representation,
00:25:29 | I can make this all go away.
00:25:34 | But as your girlfriend...
00:25:36 | I think you should own your story.
00:25:39 | Not in spite of your nephew.
00:25:42 | Because of your nephew.
00:25:45 | He should know the truth.
00:25:48 | All of it.
00:26:00 | Well...
00:26:02 | here we are.
00:26:12 | It's safe to come all the way in.
00:26:32 | Well, will you look at that?
00:26:34 | Stove works. Good to know.
00:26:38 | I haven't made myself a cup of coffee...
00:26:41 | in decades.
00:26:45 | Look, Andy, uh, I know this place isn't much but...
00:26:48 | No.
00:26:50 | It's an awful lot, Doctor Goodwin.
00:26:55 | When do I need to be out of here?
00:26:58 | No, um, this isn't temporary.
00:27:01 | Andy, this place is yours as long as you want it.
00:27:04 | Just no pets.
00:27:06 | Other than that, you make the rules.
00:27:10 | All of this is mine?
00:27:16 | Welcome home, Andy.
00:27:43 | Floyd?
00:27:45 | You wanna begin?
00:27:50 | Yeah.
00:27:55 | It was, uh...
00:27:58 | It was 2008.
00:28:00 | Election night.
00:28:02 | And we're having this... this big party
00:28:05 | out in Connecticut
00:28:07 | where I was, uh, interning at a hospital.
00:28:10 | And, uh...
00:28:12 | it was electric.
00:28:15 | I remember I... I never felt
00:28:16 | so, uh, empowered, you know?
00:28:19 | So present.
00:28:21 | So...
00:28:22 | American.
00:28:25 | I felt invincible and...
00:28:27 | and I was on my way home back to my apartment.
00:28:29 | And I remember I rolled the windows down
00:28:31 | so that I could feel that cool breeze.
00:28:34 | And the empty road.
00:28:35 | And then...
00:28:37 | flashing red lights.
00:28:39 | Siren.
00:28:41 | I was getting pulled over.
00:28:43 | And I checked the speedometer...
00:28:44 | only three miles over the speed limit.
00:28:47 | Officer asked me to step out.
00:28:50 | Still had on my scrubs.
00:28:52 | Showed him my hospital badge
00:28:53 | but he didn't like my tone.
00:28:56 | And I begged him.
00:28:59 | I begged him to just give me a ticket.
00:29:01 | Nope.
00:29:03 | There I was, face-down on my own hood
00:29:05 | with my arms cuffed behind my back
00:29:08 | on a night that started out at my dream internship
00:29:11 | celebrating this newfound hope for America.
00:29:18 | Ended with me in a holding cell, stripped of my dignity...
00:29:23 | Waiting for my sister
00:29:24 | to catch the next train up so she could bail me out.
00:29:29 | Not even a Morehouse College license plate
00:29:31 | or a Yale Med School bumper sticker could save me.
00:29:33 | No, a mug shot...
00:29:36 | that you found...
00:29:39 | as a lifelong souvenir.
00:29:42 | You know, I was ashamed of that night for a long time.
00:29:44 | That's why I... that's why I buried it.
00:29:48 | You know, that's why I tried to forget all about it.
00:29:51 | I mean, the fact that you were so eager to shoehorn it
00:29:54 | into an article that purports to celebrate a black doctor,
00:29:57 | I mean...
00:29:59 | That says very little about me.
00:30:06 | I'm a good surgeon.
00:30:09 | Period.
00:30:13 | That's your story.
00:30:21 | Hey, Beta.
00:30:22 | What are you doing here?
00:30:24 | Can't I just stop by to say hi?
00:30:25 | Any time. All the time.
00:30:27 | Would you like to go for dinner?
00:30:28 | There's a nice Indian restaurant down the street.
00:30:31 | The food tastes exactly like your mother's cooking.
00:30:33 | Actually, I have plans with Ella.
00:30:39 | Ella?
00:30:40 | Turns out we have the same taste in music.
00:30:43 | Weird, right?
00:30:46 | Where are you going?
00:30:48 | We're gonna go see this band play.
00:30:49 | The bassist is a friend of mine.
00:30:50 | We used to jam together a lot.
00:30:52 | He was gonna help me with the demo.
00:30:55 | Okay.
00:30:56 | Anyway...
00:30:59 | thanks for introducing us.
00:31:15 | You paged?
00:31:16 | I did.
00:31:17 | What happened?
00:31:19 | Uh, he says he fell off a ladder and hit his head.
00:31:24 | Make that 1.5 million.
00:31:28 | Hey.
00:31:30 | Hey, uh, so can we please go somewhere
00:31:32 | not healthy, for once?
00:31:33 | I mean, I actually think I hate salad.
00:31:34 | Uh, Dr. Bloom?
00:31:36 | Can I ask you to take a quick look
00:31:37 | at a patient in Bay 4?
00:31:39 | So close.
00:31:40 | Okay, um, I'm gonna be right back.
00:31:42 | Uh, your job is to Google dive bars.
00:31:45 | I want a giant, disgusting burger.
00:31:47 | Eww.
00:32:27 | Lauren...
00:32:31 | Lauren!
00:33:05 | You're not real.
00:33:07 | You're not real.
00:34:27 | Hey, buddy, you need a hand?
00:34:29 | You know what?
00:34:31 | That'd be awesome, thanks.
00:34:39 | All right, thank... thanks, man.
00:34:41 | You... you should really go see a doctor, man.
00:34:42 | That's a good idea.
00:34:55 | Max.
00:34:57 | - Where are you? - 33rd and Park.
00:35:00 | I don't think I can make it.
00:35:02 | Stay there, I'm coming to you.
00:35:10 | I don't understand.
00:35:12 | Well, it's um... it's an agricultural co-op.
00:35:15 | It's not a hospital.
00:35:17 | No, it's not.
00:35:21 | What kind of medicine do they practice there?
00:35:23 | None.
00:35:25 | They don't practice medicine there.
00:35:27 | That's the point.
00:35:30 | You're suggesting I...
00:35:32 | I send my son away
00:35:34 | without me...
00:35:36 | to a farm?
00:35:38 | To a... a place where they claim the way to fix him
00:35:41 | is to pretend that he's not sick?
00:35:45 | You know, Hector, one of the keys
00:35:47 | to avoiding relapse in delusional disorders
00:35:49 | is environment.
00:35:51 | Plain and simple.
00:35:52 | And... and Tony's current environment...
